iter,total_num_steps,fps,entropy,value_loss,action_loss,mean_rew,median_rew,min_rew,max_rew,test_mean_rew,test_median_rew,test_min_rew,test_max_rew
13,519792,639,-1.7672551243733137,17352.42610536233,-0.0009247103841073859,-385.8678339375,-248.62584249999998,-9985.789021,-124.692949,-325.929364,-325.929364,-325.929364,-325.929364
14,559776,641,-1.7634359448384016,14210.918422914163,-0.0012859972106898801,-431.12237576785714,-255.2910835,-6810.628286,-140.055316,-295.813438,-295.813438,-295.813438,-295.813438
15,599760,644,-1.7757176203605456,8071.23497658754,-0.0021652657675216547,-264.9296121071428,-232.8266565,-1582.021947,-131.896653,-345.77565,-345.77565,-345.77565,-345.77565
16,639744,647,-1.785094010218596,7429.692261211689,-0.002524029293458742,-371.20918694642853,-226.924936,-8636.215638,-132.952762,-287.511479,-287.511479,-287.511479,-287.511479
17,679728,649,-1.8019115062860342,6590.064116492638,-0.0033603312589921422,-349.73688933928577,-241.56204000000002,-5519.682136,-124.706419,-294.240195,-294.240195,-294.240195,-294.240195
18,719712,651,-1.8170946781451887,6930.073504873422,-0.003854757097649734,-353.65687157142867,-243.635098,-7553.647426,-124.264191,-364.537763,-364.537763,-364.537763,-364.537763
19,759696,653,-1.8353693200991703,5557.20986719376,-0.004156459838384016,-295.5440140714286,-233.253658,-3185.918771,-131.937484,-194.210409,-194.210409,-194.210409,-194.210409
20,799680,656,-1.8714419551384756,7286.6503306853465,-0.0022549240653647875,-267.8369465089286,-216.242839,-4961.574371,-131.471896,-207.439895,-207.439895,-207.439895,-207.439895
21,839664,658,-1.9208445185270064,3929.5839907915165,-0.007083082689629732,-266.0942425892857,-197.5694,-2503.366787,-125.23459,-174.487633,-174.487633,-174.487633,-174.487633
22,879648,659,-1.9866783227676,2639.048447281275,-0.001424126086123159,-243.4829614732143,-226.467626,-520.541161,-135.163205,-185.827279,-185.827279,-185.827279,-185.827279
23,919632,659,-2.0516497052632845,713.7655409201598,-0.005366133275003029,-229.15842635714287,-207.4140205,-613.39699,-111.325864,-162.414985,-162.414985,-162.414985,-162.414985
24,959616,661,-2.087289212911557,3937.7792545025163,0.001610498732882731,-245.43372947321427,-187.03011700000002,-4254.896689,-115.541927,-142.431738,-142.431738,-142.431738,-142.431738
25,999600,662,-2.096578002587343,4141.3931152735,0.0054863292794741425,-328.2059774642857,-177.6390535,-8760.734322,-119.371147,-173.643157,-173.643157,-173.643157,-173.643157
26,1039584,662,-2.103917041191688,9444.53166050055,-0.004082875198853286,-199.71134823214288,-189.6627755,-384.15528,-113.091804,-117.503919,-117.503919,-117.503919,-117.503919
27,1079568,664,-2.1054071047367193,3230.6636711218416,-0.0021355956923052406,-194.62560766964287,-182.62372,-469.100371,-111.584292,-123.971188,-123.971188,-123.971188,-123.971188
28,1119552,664,-2.1124812982021233,2049.7568150446964,-0.0009965848751072861,-187.35825795535715,-170.71436749999998,-474.66129,-103.497926,-185.89141,-185.89141,-185.89141,-185.89141
29,1159536,665,-2.1645728637010624,715.5525792635405,-0.0043991555201967295,-194.11605394642856,-170.2175835,-1217.19036,-100.39588,-113.927834,-113.927834,-113.927834,-113.927834
30,1199520,666,-2.276039465268453,146.264552346254,-0.005770555089223378,-177.74228034821428,-167.2030145,-424.729327,-115.502748,-128.343582,-128.343582,-128.343582,-128.343582
31,1239504,666,-2.301240526101528,1083.1988856584599,-0.003991803888661357,-179.27272128571425,-164.26320800000002,-676.946773,-112.313891,-153.30825,-153.30825,-153.30825,-153.30825
32,1279488,667,-2.3428034568444276,611.4325320366102,-0.006964314616053366,-174.79403722321427,-159.009184,-839.571723,-110.185834,-133.854778,-133.854778,-133.854778,-133.854778
33,1319472,668,-2.4294927560366117,186.51446741544282,-0.006857948810074259,-169.07546921428573,-163.7513085,-303.060653,-106.427914,-122.801571,-122.801571,-122.801571,-122.801571
34,1359456,667,-2.467484010794224,2480.7364777442735,-0.0021036541630215094,-164.89943766071428,-154.94420150000002,-324.653315,-111.546448,-137.75339,-137.75339,-137.75339,-137.75339
35,1399440,668,-2.4702384869257608,8128.405507571881,-0.0037833798425242256,-157.726275,-153.817441,-289.935113,-109.489687,-144.685219,-144.685219,-144.685219,-144.685219
36,1439424,668,-2.516939997061705,221.42424012453128,-0.006694180067130125,-164.13091500892855,-157.0089135,-437.494613,-105.571596,-119.824832,-119.824832,-119.824832,-119.824832
37,1479408,668,-2.5537183883862618,1179.1285439417913,-0.003534207187849694,-217.0009995178571,-153.8211485,-6699.613478,-101.430546,-123.457226,-123.457226,-123.457226,-123.457226
38,1519392,668,-2.612550319158114,191.65731395819247,-0.003358674394966772,-157.5053070535714,-147.760258,-290.686077,-95.499745,-96.457881,-96.457881,-96.457881,-96.457881
39,1559376,669,-2.6640744985678255,344.6134229708941,-0.010332932697994505,-155.48547091071427,-145.71343000000002,-298.393362,-93.62193,-97.704219,-97.704219,-97.704219,-97.704219
40,1599360,669,-2.743763443751213,126.90904846191407,-0.004027276322663872,-159.98042319642855,-149.583923,-358.977624,-99.417069,-122.708416,-122.708416,-122.708416,-122.708416
41,1639344,669,-2.7804938805408965,214.63504059620394,-0.010399127003114527,-144.75222392857142,-140.99897199999998,-242.436037,-99.523676,-93.547053,-93.547053,-93.547053,-93.547053
42,1679328,668,-2.8608062310096547,110.00828948876797,-0.006705194120504296,-148.8762686607143,-144.3916725,-265.86083,-100.278428,-101.754617,-101.754617,-101.754617,-101.754617
43,1719312,669,-2.9569369530066467,105.98062287110548,-0.012371416789704735,-144.36200925892857,-139.8489555,-361.769726,-98.058811,-101.816096,-101.816096,-101.816096,-101.816096
44,1759296,669,-3.004537494977315,1387.0421883998772,-0.0018904865788033185,-140.57331811607145,-136.6366515,-254.023221,-94.326477,-91.167256,-91.167256,-91.167256,-91.167256
45,1799280,669,-3.016007127517309,900.3292130494729,-0.007474876214996001,-144.92793410714285,-137.2320425,-374.591537,-94.749695,-92.869863,-92.869863,-92.869863,-92.869863
46,1839264,669,-3.0409568829414173,533.2561828808907,-0.014856254484878916,-154.9530320089286,-138.104945,-1970.768904,-98.688137,-99.536357,-99.536357,-99.536357,-99.536357
47,1879248,669,-3.1232379094148293,51.83012059529622,-0.011771968872590851,-140.7603617232143,-136.654557,-255.755985,-98.594249,-112.121779,-112.121779,-112.121779,-112.121779
48,1919232,669,-3.218020928823031,46.01096766667488,-0.009650127262247201,-130.45164340178573,-125.71561349999999,-253.633425,-97.753475,-112.369974,-112.369974,-112.369974,-112.369974
49,1959216,669,-3.2877849927315346,49.13069329139514,-0.010397447542233679,-133.24137773214287,-129.0782565,-190.196817,-98.444452,-111.305917,-111.305917,-111.305917,-111.305917
50,1999200,669,-3.3112083918009048,846.9568310688703,-0.0029935730024473555,-132.148377,-126.9025195,-235.794621,-94.778359,-100.906442,-100.906442,-100.906442,-100.906442
51,2039184,669,-3.3457196082824314,56.16990268413837,-0.00283498279171069,-129.52997744642857,-126.2333115,-250.405339,-101.758266,-95.603944,-95.603944,-95.603944,-95.603944
52,2079168,669,-3.3969662953645754,490.5031980685699,-0.006735232518295584,-126.05139442857144,-122.450199,-238.471903,-89.670086,-99.279316,-99.279316,-99.279316,-99.279316
53,2119152,670,-3.497993029692234,36.64676440556844,-0.010290894865465815,-125.62796572321429,-122.51035200000001,-176.740753,-94.965238,-93.531537,-93.531537,-93.531537,-93.531537
54,2159136,670,-3.5739196294393296,35.605519148019646,-0.0056157476997992,-120.34133357142858,-117.88406950000001,-172.679362,-88.932418,-106.914408,-106.914408,-106.914408,-106.914408
55,2199120,670,-3.648998476908757,33.17472652777647,-0.011594518298965666,-120.78996419642856,-114.48073550000001,-361.659307,-85.905485,-111.462861,-111.462861,-111.462861,-111.462861
56,2239104,670,-3.729037610689799,35.194390080525324,-0.01426942625419554,-117.87555165178573,-113.67683550000001,-219.542181,-90.214668,-103.239769,-103.239769,-103.239769,-103.239769
57,2279088,671,-3.8249648760526607,30.411443517146967,-0.012929790391939231,-119.48596451785714,-117.5603265,-180.007391,-93.237618,-99.067581,-99.067581,-99.067581,-99.067581
58,2319072,671,-3.923065335322649,29.1280109784542,-0.009270852909853251,-115.91253310714286,-113.956914,-172.033929,-86.673699,-98.268143,-98.268143,-98.268143,-98.268143
59,2359056,671,-4.005586745800116,27.17362932303013,-0.01024465250878935,-114.50152164285714,-110.9204625,-164.863491,-85.266014,-102.492837,-102.492837,-102.492837,-102.492837
60,2399040,671,-4.095327178637187,25.659182345561494,-0.011748808575980664,-111.55789038392858,-109.06646,-166.322836,-80.11816,-102.376238,-102.376238,-102.376238,-102.376238
61,2439024,671,-4.181025177393204,25.196610697721823,-0.013723304744472933,-110.17433473214285,-108.632169,-165.447953,-83.289654,-110.081027,-110.081027,-110.081027,-110.081027
62,2479008,671,-4.2602699609903185,26.910197336245805,-0.00954250062277424,-109.6556435892857,-105.06671750000001,-192.050432,-86.314352,-94.864489,-94.864489,-94.864489,-94.864489
63,2518992,671,-4.357837493603046,24.571439994909824,-0.00883837398184532,-108.53225983928571,-104.1335315,-231.825247,-83.70235,-93.901051,-93.901051,-93.901051,-93.901051
64,2558976,671,-4.450969647138547,25.348997119756845,-0.007732084905635417,-108.02929321428572,-103.038736,-300.575773,-78.586021,-97.655376,-97.655376,-97.655376,-97.655376
65,2598960,671,-4.552540412315955,24.43430004731203,-0.006398001054931695,-106.66361592857143,-104.400845,-154.109387,-79.300522,-99.10831,-99.10831,-99.10831,-99.10831
66,2638944,671,-4.628115385006636,26.269777178153014,-0.015673510201064254,-103.8237229107143,-101.215608,-206.471793,-82.966176,-96.71899,-96.71899,-96.71899,-96.71899
67,2678928,671,-4.722802187846257,17.7517353504132,-0.008167637975622291,-102.08748557142859,-99.64349250000001,-155.202149,-83.353533,-96.336489,-96.336489,-96.336489,-96.336489
68,2718912,672,-4.805097086001665,21.09838207929562,-0.014956665216563218,-102.06589758035716,-99.621938,-157.115855,-79.078128,-101.218011,-101.218011,-101.218011,-101.218011
69,2758896,672,-4.902039719850589,19.182529328419612,-0.012564659087682882,-98.65388423214286,-95.88382899999999,-150.73107,-76.024154,-86.656139,-86.656139,-86.656139,-86.656139
70,2798880,672,-5.000237924624712,17.871469220136984,-0.014492033632170486,-99.38743679464287,-95.7912185,-178.177716,-73.92619,-80.528319,-80.528319,-80.528319,-80.528319
71,2838864,671,-5.113032521957006,17.698899959906555,-0.011703879723259328,-101.25120945535716,-95.6510465,-170.052123,-76.206625,-87.330414,-87.330414,-87.330414,-87.330414
72,2878848,671,-5.229919417699178,17.405060332860703,-0.01507456176405424,-96.90704928571428,-96.293068,-144.181364,-77.045168,-76.737983,-76.737983,-76.737983,-76.737983
73,2918832,671,-5.3129101777688055,17.17583170334498,-0.012076861969893425,-97.76538325892855,-93.42719,-157.121882,-78.633743,-81.131406,-81.131406,-81.131406,-81.131406
74,2958816,670,-5.407393402931017,16.079772381904796,-0.009064224921540022,-100.60890029464285,-95.172755,-166.067757,-76.930922,-75.260541,-75.260541,-75.260541,-75.260541
75,2998800,670,-5.5132091730068895,16.069945888641552,-0.010093563421730487,-95.01058675,-92.558108,-148.641027,-75.657195,-79.386675,-79.386675,-79.386675,-79.386675
76,3038784,670,-5.631730514917618,14.418911696703006,-0.006625922808514308,-96.18880889285712,-93.1293135,-162.913474,-78.450445,-78.818542,-78.818542,-78.818542,-78.818542
77,3078768,669,-5.728563997073051,13.612344447160378,-0.01247609455846638,-96.35099324107144,-91.63511,-221.797633,-78.569085,-82.511851,-82.511851,-82.511851,-82.511851
78,3118752,669,-5.81071455906599,12.508636759489011,-0.01179881387240293,-91.208962125,-90.20658900000001,-142.867243,-74.268529,-70.928196,-70.928196,-70.928196,-70.928196
79,3158736,669,-5.892794019748003,17.85132291133587,-0.012529888904772144,-91.4708758125,-88.905788,-144.613769,-73.256938,-78.768003,-78.768003,-78.768003,-78.768003
80,3198720,669,-5.98606237142514,11.227066011306567,-0.010008786363370093,-88.94717739285714,-86.681328,-144.951945,-74.536177,-81.706093,-81.706093,-81.706093,-81.706093
81,3238704,669,-6.074992258120806,10.876347590715458,-0.015442698397666203,-89.86011359821428,-86.6461165,-139.180452,-74.347099,-70.951853,-70.951853,-70.951853,-70.951853
82,3278688,669,-6.189504661315527,10.849130937380668,-0.017778820712378664,-89.06490452678572,-87.730097,-140.192719,-71.746963,-70.68752,-70.68752,-70.68752,-70.68752
83,3318672,668,-6.285500269669753,11.100320838047908,-0.012570994971195385,-88.13198924107144,-86.205764,-184.56259,-73.434743,-70.612699,-70.612699,-70.612699,-70.612699
84,3358656,668,-6.387880523388202,9.590078550729997,-0.012955697180171765,-88.36353835714284,-84.8578415,-142.543216,-74.782221,-72.757687,-72.757687,-72.757687,-72.757687
85,3398640,668,-6.496254962529892,8.533172418521001,-0.01405926237785491,-85.17441535714283,-83.843531,-110.280463,-71.278623,-69.727524,-69.727524,-69.727524,-69.727524
86,3438624,668,-6.546506209251208,45.84337975000724,-0.01146913698625539,-86.02123907142857,-83.17152949999999,-142.737008,-73.078709,-69.036859,-69.036859,-69.036859,-69.036859
87,3478608,668,-6.636387211237198,10.119131645178184,-0.0029569912852319903,-85.29423489285715,-83.190679,-142.415425,-72.872018,-70.767016,-70.767016,-70.767016,-70.767016
88,3518592,668,-6.750601817400027,9.277798820764591,-0.010768243470132196,-83.67956082142858,-82.836494,-122.932178,-72.026683,-74.857403,-74.857403,-74.857403,-74.857403
89,3558576,668,-6.860441956153283,7.212246004434732,-0.005445580188246916,-82.89189627678572,-81.70494249999999,-129.697928,-73.062101,-74.777461,-74.777461,-74.777461,-74.777461
90,3598560,668,-6.978149334589641,8.169986212559236,-0.017915792519134135,-81.6863956607143,-80.0507435,-126.605559,-71.051793,-67.783246,-67.783246,-67.783246,-67.783246
91,3638544,668,-7.092176691691081,8.032922841952397,-0.017476965253118603,-81.62207073214286,-81.2016295,-100.012877,-71.388555,-67.914095,-67.914095,-67.914095,-67.914095
92,3678528,668,-7.207832503930116,6.157222577853081,-0.011069250731293907,-81.16054602678571,-78.9150855,-131.87324,-69.804931,-72.723107,-72.723107,-72.723107,-72.723107
93,3718512,668,-7.294330695959238,7.887686200936636,-0.01305263750844647,-79.92496846428571,-79.44468699999999,-100.627938,-70.019097,-66.732064,-66.732064,-66.732064,-66.732064
94,3758496,668,-7.376011721293131,7.621969385024829,-0.01270419772067303,-80.41907655357144,-78.760712,-137.549441,-70.173288,-67.403116,-67.403116,-67.403116,-67.403116
95,3798480,668,-7.459429627198439,7.745217947776501,-0.01786299533033833,-81.10112761607142,-78.81301450000001,-125.442569,-69.283641,-68.976928,-68.976928,-68.976928,-68.976928
96,3838464,668,-7.563674879074097,6.100479401380587,-0.015170438501846571,-79.70996934821427,-79.276645,-121.6077,-67.990863,-69.629726,-69.629726,-69.629726,-69.629726
97,3878448,668,-7.6407282743698515,7.477566479413937,-0.007918252339331024,-79.59228038392858,-78.16435899999999,-125.129935,-66.362641,-66.375485,-66.375485,-66.375485,-66.375485
98,3918432,668,-7.743837942221226,5.646042901736039,-0.006196976963297064,-79.11684819642856,-78.123586,-128.630593,-70.295301,-66.993528,-66.993528,-66.993528,-66.993528
99,3958416,667,-7.846063137054443,5.439312569453166,-0.01332189695846561,-77.59028503571429,-77.5316335,-90.913685,-67.98119,-65.160888,-65.160888,-65.160888,-65.160888
100,3998400,668,-7.943175035867935,4.732114290274106,-0.013287361862267762,-78.28400240178573,-76.870192,-166.861279,-66.628171,-64.933495,-64.933495,-64.933495,-64.933495
101,4038384,667,-7.980311359503331,864.9842064414269,0.022758981521213008,-76.39064402678572,-75.5107945,-102.250366,-67.537302,-65.166812,-65.166812,-65.166812,-65.166812
102,4078368,667,-7.981557635771923,73.15136228463588,-0.016178529899582662,-104.16905275892857,-90.228531,-243.70589,-68.721415,-72.426909,-72.426909,-72.426909,-72.426909
103,4118352,667,-7.9919363486461155,37.338602545322516,-0.017400421016132803,-90.09302346428572,-81.731536,-174.870367,-68.887389,-67.299052,-67.299052,-67.299052,-67.299052
104,4158336,667,-8.011406795795148,33.18054385062976,-0.023506275084144317,-86.56684635714285,-79.0035705,-175.348038,-69.357763,-66.672247,-66.672247,-66.672247,-66.672247
105,4198320,667,-8.045787264750555,19.079918318528396,-0.01675407172517272,-80.61853448214286,-77.15973500000001,-127.943392,-66.744923,-61.864813,-61.864813,-61.864813,-61.864813
106,4238304,667,-8.122664587314313,9.999604808978546,-0.015350921215073098,-78.9953153125,-76.3447085,-130.013512,-67.720739,-66.732157,-66.732157,-66.732157,-66.732157
107,4278288,666,-8.199276922910641,10.350480718796069,-0.014415716261627938,-78.96529519642857,-76.12983299999999,-129.239651,-66.908367,-62.919796,-62.919796,-62.919796,-62.919796
108,4318272,666,-8.281180929526304,9.281537858950786,-0.01349214276082281,-76.57149661607143,-74.887664,-130.346594,-66.117737,-65.886224,-65.886224,-65.886224,-65.886224
109,4358256,666,-8.38037472260304,7.978477878753956,-0.01147482130513825,-76.90016803571429,-75.5442955,-119.227316,-65.849916,-66.343471,-66.343471,-66.343471,-66.343471
110,4398240,666,-8.4640518506368,6.607403611067014,-0.011360244910629728,-75.77791548214284,-75.26848,-99.83783,-65.969945,-63.976203,-63.976203,-63.976203,-63.976203
111,4438224,666,-8.560279452495086,5.697573668223161,-0.01798057942203461,-75.27195586607142,-74.0348995,-120.252422,-64.899012,-67.522969,-67.522969,-67.522969,-67.522969
112,4478208,666,-8.658447952759571,5.388563815752665,-0.00834082097955196,-76.43567250000001,-73.75874400000001,-126.260819,-65.858749,-64.074534,-64.074534,-64.074534,-64.074534
113,4518192,666,-8.736653768099272,7.2566070574980515,-0.01867124854235534,-74.69874961607142,-72.4877185,-123.754793,-65.127489,-65.769522,-65.769522,-65.769522,-65.769522
114,4558176,666,-8.832979701115535,4.787438138326009,-0.00979648332566005,-73.71159073214287,-72.5759985,-122.793036,-66.201511,-65.296287,-65.296287,-65.296287,-65.296287
115,4598160,666,-8.94627924454518,4.389177181476202,-0.0116002813107349,-74.61117232142858,-72.865981,-128.861049,-63.204193,-64.566571,-64.566571,-64.566571,-64.566571
116,4638144,666,-9.048463818965814,4.275969975728255,-0.013610348441362965,-73.69669082142858,-73.19868500000001,-118.504911,-65.865815,-63.835348,-63.835348,-63.835348,-63.835348
117,4678128,666,-9.085497310834054,280.537827588656,-0.002045941169527419,-72.45072317857144,-71.898061,-85.288624,-66.549078,-66.925831,-66.925831,-66.925831,-66.925831
118,4718112,664,-9.168553014901969,3.975090330074995,-0.012492948991861434,-73.96373113392858,-72.1999415,-123.60475,-63.962165,-65.439291,-65.439291,-65.439291,-65.439291
119,4758096,661,-9.25218961177728,5.558009318205026,-0.008912138061788984,-72.79999315178571,-71.937971,-99.098671,-65.378286,-65.76588,-65.76588,-65.76588,-65.76588
120,4798080,659,-9.326886336008707,4.628294762052023,-0.009840965490534122,-72.23562395535714,-71.911677,-118.52369,-65.046894,-65.689573,-65.689573,-65.689573,-65.689573
121,4838064,655,-9.412896097623385,6.149221926621902,-0.00458656339704668,-71.71980033928571,-70.774185,-115.15113,-64.306506,-62.334375,-62.334375,-62.334375,-62.334375
122,4878048,650,-9.522295543475028,3.355539793234605,-0.007666674925115867,-71.48796366071429,-70.2547965,-116.780174,-63.617638,-62.788926,-62.788926,-62.788926,-62.788926
123,4918032,646,-9.567959939516507,62.69701585295873,-0.0072014841212270165,-71.19415975892858,-70.2268615,-128.014056,-62.77173,-62.972897,-62.972897,-62.972897,-62.972897
124,4958016,642,-9.643104807535808,4.065104655730418,-0.01008549543798719,-71.0183295982143,-70.47722300000001,-113.009466,-60.555068,-62.496515,-62.496515,-62.496515,-62.496515
125,4998000,638,-9.71721935027685,4.444862006260799,-0.011324106886063535,-71.31002024107143,-70.354714,-116.204187,-63.334079,-63.524931,-63.524931,-63.524931,-63.524931
126,5037984,630,-9.804923321650579,5.816807441833692,-0.01760227159908167,-70.45225232142856,-70.005502,-113.272125,-62.37967,-61.745107,-61.745107,-61.745107,-61.745107
127,5077968,622,-9.893729048508865,4.5405080506434805,-0.009816190603100367,-70.17677407142857,-69.107932,-115.903427,-61.93532,-59.660873,-59.660873,-59.660873,-59.660873
128,5117952,615,-9.984797423925155,4.153200528025627,-0.012696509795596984,-70.62607795535715,-69.2907945,-117.367377,-63.046841,-60.955097,-60.955097,-60.955097,-60.955097
129,5157936,612,-10.078077971629607,4.792749123084239,-0.009999445195232208,-69.07563034821428,-68.1164755,-114.262151,-62.211766,-59.927525,-59.927525,-59.927525,-59.927525
130,5197920,609,-10.173356019533598,4.982087870591726,-0.007035291568302991,-69.02162516964286,-68.438804,-111.224346,-61.780687,-61.329925,-61.329925,-61.329925,-61.329925
131,5237904,605,-10.261370852054693,5.1228939614234825,-0.014414159798336466,-69.73993269642857,-67.945983,-116.874514,-62.745669,-60.970617,-60.970617,-60.970617,-60.970617
132,5277888,601,-10.350933202107747,5.071433099569418,-0.015236999545446358,-68.72814264285714,-67.9452915,-118.082479,-60.263198,-60.489228,-60.489228,-60.489228,-60.489228
133,5317872,586,-10.383953561538306,345.2946781430489,0.0047512235563678985,-67.91566759821428,-67.1361315,-113.690229,-60.525534,-60.045083,-60.045083,-60.045083,-60.045083
134,5357856,579,-10.435870755024446,5.597784227438462,-0.012190352767841734,-66.90597270535714,-66.2825985,-112.013314,-60.909011,-60.686271,-60.686271,-60.686271,-60.686271
135,5397840,578,-10.533581689687876,3.5933843242816437,-0.004190937025522055,-67.45179310714285,-66.58157800000001,-78.646128,-61.433047,-62.084785,-62.084785,-62.084785,-62.084785
136,5437824,576,-10.61903336598323,4.754349534786664,-0.01349070082102956,-68.00603991964286,-67.16191,-114.367098,-61.127949,-60.681948,-60.681948,-60.681948,-60.681948
137,5477808,575,-10.690402539571126,6.675733054448397,-0.01886915438092099,-68.67373849107143,-66.27198250000001,-114.701285,-60.48942,-60.831581,-60.831581,-60.831581,-60.831581
138,5517792,574,-10.760889843182687,5.3938399499807606,-0.016759486181063737,-66.7589497142857,-65.902169,-109.125011,-60.074771,-60.765086,-60.765086,-60.765086,-60.765086
139,5557776,574,-10.840818884433844,4.399422777921726,-0.015989716609608597,-67.03129976785713,-66.07995650000001,-116.651636,-58.142119,-60.880165,-60.880165,-60.880165,-60.880165
140,5597760,572,-10.916934925470597,5.239736153682073,-0.0143966864167641,-67.42623302678571,-66.73183549999999,-111.986964,-59.011137,-58.624394,-58.624394,-58.624394,-58.624394
141,5637744,569,-10.976408911974001,8.807727398169346,-0.017513788757377115,-67.32886309821428,-65.90287599999999,-114.440425,-60.31419,-60.447219,-60.447219,-60.447219,-60.447219
142,5677728,566,-11.058431953038925,5.474185733458935,-0.012068625495363122,-67.12085581250001,-65.637119,-112.9652,-60.52414,-58.953468,-58.953468,-58.953468,-58.953468
143,5717712,562,-11.128490489568465,7.181073638261893,-0.012877270545443364,-65.82083314285714,-65.1625325,-110.475059,-60.185585,-59.471522,-59.471522,-59.471522,-59.471522
144,5757696,561,-11.19148530960083,5.363679854380779,-0.01630781044061736,-67.0951583125,-65.815466,-111.993297,-58.883235,-59.979958,-59.979958,-59.979958,-59.979958
145,5797680,559,-11.264314519442046,4.548352561394373,-0.014615074254032105,-65.47920441964285,-65.10195350000001,-75.622116,-60.135892,-58.753711,-58.753711,-58.753711,-58.753711
146,5837664,557,-11.33742709282117,4.5151413731085945,-0.01338880889189358,-65.35345633035715,-64.851261,-115.62441,-59.729236,-56.812687,-56.812687,-56.812687,-56.812687
147,5877648,554,-11.419497944758488,4.904300910540116,-0.01305509332582565,-66.38757479464286,-64.5303055,-116.066259,-59.499173,-56.641584,-56.641584,-56.641584,-56.641584
148,5917632,549,-11.49152402144212,6.927889083134822,-0.007356595593274762,-65.27811578571428,-64.70806350000001,-110.754488,-58.927592,-57.392726,-57.392726,-57.392726,-57.392726
149,5957616,537,-11.562856720655393,5.739128449024299,-0.016845938965707317,-64.82051878571428,-64.1408625,-116.984816,-59.267987,-58.547012,-58.547012,-58.547012,-58.547012
150,5997600,524,-11.644198302733592,5.489747844751065,-0.013178394169237715,-65.56839347321429,-64.390639,-108.782159,-58.55515,-56.233929,-56.233929,-56.233929,-56.233929
151,6037584,507,-11.7157042772342,4.174666512547395,-0.014585084440039234,-64.56657432142858,-64.00385,-83.715819,-58.954671,-58.54314,-58.54314,-58.54314,-58.54314
152,6077568,501,-11.78834102092645,4.084974703269127,-0.012618582580230745,-63.36197833928572,-62.986373,-70.807771,-57.439419,-57.080183,-57.080183,-57.080183,-57.080183
153,6117552,498,-11.858592121417706,6.204805761040785,-0.01219421312799125,-63.578813696428575,-62.8205405,-107.270428,-57.905426,-56.207265,-56.207265,-56.207265,-56.207265
154,6157536,496,-11.935785897572835,5.570076921352974,-0.013268487394611256,-63.462786910714286,-62.940782,-106.331919,-59.522254,-55.816937,-55.816937,-55.816937,-55.816937
155,6197520,496,-11.992583971757155,5.914038358972623,-0.010948688861977784,-63.12094173214286,-62.147651499999995,-118.197642,-57.911079,-57.604494,-57.604494,-57.604494,-57.604494
156,6237504,496,-12.069960215152838,4.037665650936273,-0.012138586338383342,-63.214879991071435,-62.4868155,-104.967673,-57.995265,-57.431849,-57.431849,-57.431849,-57.431849
157,6277488,496,-12.157845211029052,3.060811748260107,-0.011814917720860253,-63.54213054464285,-63.106387,-71.977842,-58.640423,-57.887876,-57.887876,-57.887876,-57.887876
158,6317472,495,-12.236941031920605,3.247383090165945,-0.011332814568259682,-63.44347791964286,-62.976456,-108.523531,-58.348728,-56.620692,-56.620692,-56.620692,-56.620692
